u,v,e_type,ts,u_type,v_type,e_idx
440,1316,2,1680320131,1,3,52420
150,927,2,1680320131,1,3,52421
440,11665,0,1680322647,1,2,52422
150,11665,1,1680322647,1,2,52423
440,2007,2,1680323956,1,3,52424
440,1136,2,1680323956,1,3,52425
440,1938,2,1680323956,1,3,52426
440,1316,2,1680323956,1,3,52427
150,1152,2,1680323956,1,3,52428
150,927,2,1680323956,1,3,52429
440,1042,2,1680323956,1,3,52430
150,2309,2,1680323956,1,3,52431
150,1048,2,1680323956,1,3,52432
150,2385,2,1680323956,1,3,52433
150,11716,1,1680326213,1,2,52434
440,11716,0,1680326213,1,2,52435
403,2984,2,1680329335,1,3,52436
403,1855,2,1680329335,1,3,52437
160,1141,2,1680329335,1,3,52438
160,57,2,1680329335,1,3,52439
160,1965,2,1680329335,1,3,52440
403,2611,2,1680329335,1,3,52441
403,2374,2,1680329335,1,3,52442
403,2698,2,1680329335,1,3,52443
160,2640,2,1680329335,1,3,52444
160,3016,2,1680329335,1,3,52445
160,5676,0,1680331561,1,2,52446
403,5676,1,1680331561,1,2,52447
403,2611,2,1680332958,1,3,52448
160,3016,2,1680332958,1,3,52449
403,2698,2,1680332958,1,3,52450
403,2984,2,1680332958,1,3,52451
403,1855,2,1680332958,1,3,52452
160,57,2,1680332958,1,3,52453
160,1141,2,1680332958,1,3,52454
160,2640,2,1680332958,1,3,52455
160,1965,2,1680332958,1,3,52456
403,2374,2,1680332958,1,3,52457
160,5744,0,1680335377,1,2,52458
403,5744,1,1680335377,1,2,52459
403,2611,2,1680336728,1,3,52460
403,2374,2,1680336728,1,3,52461
403,2698,2,1680336728,1,3,52462
403,2984,2,1680336728,1,3,52463
403,1855,2,1680336728,1,3,52464
160,1141,2,1680336728,1,3,52465
160,57,2,1680336728,1,3,52466
160,2640,2,1680336728,1,3,52467
160,1965,2,1680336728,1,3,52468
160,3016,2,1680336728,1,3,52469
403,5677,0,1680339412,1,2,52470
160,5677,1,1680339412,1,2,52471
273,2646,2,1680340229,1,3,52472
273,2419,2,1680340229,1,3,52473
273,2940,2,1680340229,1,3,52474
273,1857,2,1680340229,1,3,52475
273,181,2,1680340229,1,3,52476
416,1569,2,1680340229,1,3,52477
416,982,2,1680340229,1,3,52478
416,555,2,1680340229,1,3,52479
416,1250,2,1680340229,1,3,52480
416,269,2,1680340229,1,3,52481
270,423,2,1680340545,1,3,52482
270,1286,2,1680340545,1,3,52483
270,77,2,1680340545,1,3,52484
317,1876,2,1680340545,1,3,52485
317,10,2,1680340545,1,3,52486
317,758,2,1680340545,1,3,52487
317,2150,2,1680340545,1,3,52488
270,1840,2,1680340545,1,3,52489
317,166,2,1680340545,1,3,52490
270,3028,2,1680340545,1,3,52491
407,1753,2,1680340610,1,3,52492
407,1999,2,1680340610,1,3,52493
407,871,2,1680340610,1,3,52494
407,1585,2,1680340610,1,3,52495
407,3015,2,1680340610,1,3,52496
251,962,2,1680340610,1,3,52497
251,1652,2,1680340610,1,3,52498
251,1040,2,1680340610,1,3,52499
251,2171,2,1680340610,1,3,52500
251,171,2,1680340610,1,3,52501
403,2374,2,1680340776,1,3,52502
403,1855,2,1680340776,1,3,52503
160,1141,2,1680340776,1,3,52504
160,3016,2,1680340776,1,3,52505
160,2640,2,1680340776,1,3,52506
160,57,2,1680340776,1,3,52507
403,2611,2,1680340776,1,3,52508
403,2698,2,1680340776,1,3,52509
403,2984,2,1680340776,1,3,52510
160,1965,2,1680340776,1,3,52511
416,5678,1,1680342106,1,2,52512
273,5678,0,1680342106,1,2,52513
270,5745,0,1680342390,1,2,52514
317,5745,1,1680342390,1,2,52515
403,5679,1,1680342563,1,2,52516
160,5679,0,1680342563,1,2,52517
407,3096,0,1680342750,1,2,52518
251,3096,1,1680342750,1,2,52519
416,269,2,1680343677,1,3,52520
416,1250,2,1680343677,1,3,52521
416,982,2,1680343677,1,3,52522
416,555,2,1680343677,1,3,52523
273,2646,2,1680343677,1,3,52524
273,2419,2,1680343677,1,3,52525
273,2940,2,1680343677,1,3,52526
273,1857,2,1680343677,1,3,52527
273,181,2,1680343677,1,3,52528
416,1569,2,1680343677,1,3,52529
317,166,2,1680343863,1,3,52530
270,423,2,1680343863,1,3,52531
317,10,2,1680343863,1,3,52532
317,758,2,1680343863,1,3,52533
317,2150,2,1680343863,1,3,52534
270,77,2,1680343863,1,3,52535
317,1876,2,1680343863,1,3,52536
270,1840,2,1680343863,1,3,52537
270,3028,2,1680343863,1,3,52538
270,1286,2,1680343863,1,3,52539
383,2652,2,1680344164,1,3,52540
383,2703,2,1680344164,1,3,52541
383,2207,2,1680344164,1,3,52542
383,1428,2,1680344164,1,3,52543
103,2475,2,1680344164,1,3,52544
103,485,2,1680344164,1,3,52545
103,858,2,1680344164,1,3,52546
103,1682,2,1680344164,1,3,52547
103,2314,2,1680344164,1,3,52548
383,1598,2,1680344164,1,3,52549
251,1040,2,1680344210,1,3,52550
251,962,2,1680344210,1,3,52551
251,1652,2,1680344210,1,3,52552
251,2171,2,1680344210,1,3,52553
251,171,2,1680344210,1,3,52554
407,1753,2,1680344210,1,3,52555
407,3015,2,1680344210,1,3,52556
407,1585,2,1680344210,1,3,52557
407,871,2,1680344210,1,3,52558
407,1999,2,1680344210,1,3,52559
273,5680,0,1680345162,1,2,52560
416,5680,1,1680345162,1,2,52561
407,3097,1,1680345904,1,2,52562
251,3097,0,1680345904,1,2,52563
317,5681,0,1680346116,1,2,52564
270,5681,1,1680346116,1,2,52565
416,1569,2,1680346725,1,3,52566
273,2646,2,1680346725,1,3,52567
416,1250,2,1680346725,1,3,52568
416,555,2,1680346725,1,3,52569
416,982,2,1680346725,1,3,52570
416,269,2,1680346725,1,3,52571
273,181,2,1680346725,1,3,52572
273,1857,2,1680346725,1,3,52573
273,2940,2,1680346725,1,3,52574
273,2419,2,1680346725,1,3,52575
103,5706,1,1680346746,1,2,52576
383,5706,0,1680346746,1,2,52577
251,171,2,1680347351,1,3,52578
251,2171,2,1680347351,1,3,52579
251,1040,2,1680347351,1,3,52580
407,1585,2,1680347351,1,3,52581
251,962,2,1680347351,1,3,52582
407,3015,2,1680347351,1,3,52583
407,871,2,1680347351,1,3,52584
407,1999,2,1680347351,1,3,52585
407,1753,2,1680347351,1,3,52586
251,1652,2,1680347351,1,3,52587
270,77,2,1680347666,1,3,52588
270,423,2,1680347666,1,3,52589
270,3028,2,1680347666,1,3,52590
270,1286,2,1680347666,1,3,52591
270,1840,2,1680347666,1,3,52592
317,1876,2,1680347666,1,3,52593
317,166,2,1680347666,1,3,52594
317,758,2,1680347666,1,3,52595
317,2150,2,1680347666,1,3,52596
317,10,2,1680347666,1,3,52597
103,858,2,1680348221,1,3,52598
103,2475,2,1680348221,1,3,52599
103,1682,2,1680348221,1,3,52600
103,2314,2,1680348221,1,3,52601
103,485,2,1680348221,1,3,52602
383,1428,2,1680348221,1,3,52603
383,2207,2,1680348221,1,3,52604
383,2703,2,1680348221,1,3,52605
383,2652,2,1680348221,1,3,52606
383,1598,2,1680348221,1,3,52607
416,5707,1,1680348609,1,2,52608
273,5707,0,1680348609,1,2,52609
251,3098,0,1680349043,1,2,52610
407,3098,1,1680349043,1,2,52611
103,5746,1,1680349843,1,2,52612
383,5746,0,1680349843,1,2,52613
317,5708,1,1680350080,1,2,52614
270,5708,0,1680350080,1,2,52615
251,1652,2,1680350749,1,3,52616
251,1040,2,1680350749,1,3,52617
251,2171,2,1680350749,1,3,52618
407,871,2,1680350749,1,3,52619
407,1753,2,1680350749,1,3,52620
407,1999,2,1680350749,1,3,52621
251,962,2,1680350749,1,3,52622
251,171,2,1680350749,1,3,52623
407,1585,2,1680350749,1,3,52624
407,3015,2,1680350749,1,3,52625
346,2537,2,1680351732,1,3,52626
227,893,2,1680351732,1,3,52627
227,1926,2,1680351732,1,3,52628
227,1463,2,1680351732,1,3,52629
346,917,2,1680351732,1,3,52630
346,1387,2,1680351732,1,3,52631
346,819,2,1680351732,1,3,52632
346,2677,2,1680351732,1,3,52633
227,1031,2,1680351732,1,3,52634
227,2655,2,1680351732,1,3,52635
327,530,2,1680352225,1,3,52636
327,418,2,1680352225,1,3,52637
302,946,2,1680352225,1,3,52638
302,9,2,1680352225,1,3,52639
302,739,2,1680352225,1,3,52640
302,1204,2,1680352225,1,3,52641
302,334,2,1680352225,1,3,52642
327,1219,2,1680352225,1,3,52643
327,1571,2,1680352225,1,3,52644
327,1492,2,1680352225,1,3,52645
251,3099,0,1680352386,1,2,52646
407,3099,1,1680352386,1,2,52647
317,10,2,1680353087,1,3,52648
270,1840,2,1680353087,1,3,52649
270,423,2,1680353087,1,3,52650
270,77,2,1680353087,1,3,52651
317,2150,2,1680353087,1,3,52652
317,758,2,1680353087,1,3,52653
317,166,2,1680353087,1,3,52654
317,1876,2,1680353087,1,3,52655
270,1286,2,1680353087,1,3,52656
270,3028,2,1680353087,1,3,52657
227,11666,1,1680353683,1,2,52658
346,11666,0,1680353683,1,2,52659
327,5709,0,1680353941,1,2,52660
302,5709,1,1680353941,1,2,52661
317,5710,0,1680354784,1,2,52662
270,5710,1,1680354784,1,2,52663
302,946,2,1680355044,1,3,52664
302,9,2,1680355044,1,3,52665
302,739,2,1680355044,1,3,52666
302,334,2,1680355044,1,3,52667
327,1571,2,1680355044,1,3,52668
327,1492,2,1680355044,1,3,52669
327,418,2,1680355044,1,3,52670
327,530,2,1680355044,1,3,52671
327,1219,2,1680355044,1,3,52672
302,1204,2,1680355044,1,3,52673
270,1286,2,1680356238,1,3,52674
317,1876,2,1680356238,1,3,52675
317,166,2,1680356238,1,3,52676
317,758,2,1680356238,1,3,52677
317,2150,2,1680356238,1,3,52678
270,3028,2,1680356238,1,3,52679
317,10,2,1680356238,1,3,52680
270,1840,2,1680356238,1,3,52681
270,423,2,1680356238,1,3,52682
270,77,2,1680356238,1,3,52683
346,1387,2,1680356535,1,3,52684
346,2537,2,1680356535,1,3,52685
346,819,2,1680356535,1,3,52686
346,2677,2,1680356535,1,3,52687
227,2655,2,1680356535,1,3,52688
227,1031,2,1680356535,1,3,52689
227,893,2,1680356535,1,3,52690
227,1926,2,1680356535,1,3,52691
227,1463,2,1680356535,1,3,52692
346,917,2,1680356535,1,3,52693
302,5711,0,1680357166,1,2,52694
327,5711,1,1680357166,1,2,52695
317,5747,1,1680358128,1,2,52696
270,5747,0,1680358128,1,2,52697
302,9,2,1680358207,1,3,52698
302,334,2,1680358207,1,3,52699
302,1204,2,1680358207,1,3,52700
302,739,2,1680358207,1,3,52701
302,946,2,1680358207,1,3,52702
327,1492,2,1680358207,1,3,52703
327,418,2,1680358207,1,3,52704
327,530,2,1680358207,1,3,52705
327,1571,2,1680358207,1,3,52706
327,1219,2,1680358207,1,3,52707
346,11628,1,1680358321,1,2,52708
227,11628,0,1680358321,1,2,52709
327,5749,0,1680359866,1,2,52710
302,5749,1,1680359866,1,2,52711
346,2677,2,1680360060,1,3,52712
346,819,2,1680360060,1,3,52713
346,2537,2,1680360060,1,3,52714
346,1387,2,1680360060,1,3,52715
227,1463,2,1680360060,1,3,52716
227,1926,2,1680360060,1,3,52717
227,893,2,1680360060,1,3,52718
227,2655,2,1680360060,1,3,52719
227,1031,2,1680360060,1,3,52720
346,917,2,1680360060,1,3,52721
277,2043,2,1680360459,1,3,52722
277,2950,2,1680360459,1,3,52723
277,2100,2,1680360459,1,3,52724
277,1433,2,1680360459,1,3,52725
444,2699,2,1680360459,1,3,52726
277,2444,2,1680360459,1,3,52727
444,1643,2,1680360459,1,3,52728
444,2050,2,1680360459,1,3,52729
444,1343,2,1680360459,1,3,52730
444,1804,2,1680360459,1,3,52731
357,2337,2,1680361760,1,3,52732
193,390,2,1680361760,1,3,52733
193,209,2,1680361760,1,3,52734
193,2086,2,1680361760,1,3,52735
193,1147,2,1680361760,1,3,52736
193,2132,2,1680361760,1,3,52737
357,1973,2,1680361760,1,3,52738
357,1454,2,1680361760,1,3,52739
357,652,2,1680361760,1,3,52740
357,249,2,1680361760,1,3,52741
444,5682,0,1680362256,1,2,52742
277,5682,1,1680362256,1,2,52743
227,11629,1,1680362476,1,2,52744
346,11629,0,1680362476,1,2,52745
357,5748,1,1680363157,1,2,52746
193,5748,0,1680363157,1,2,52747
277,2950,2,1680363372,1,3,52748
277,2444,2,1680363372,1,3,52749
277,1433,2,1680363372,1,3,52750
277,2100,2,1680363372,1,3,52751
277,2043,2,1680363372,1,3,52752
444,1343,2,1680363372,1,3,52753
444,1804,2,1680363372,1,3,52754
444,2050,2,1680363372,1,3,52755
444,2699,2,1680363372,1,3,52756
444,1643,2,1680363372,1,3,52757
346,917,2,1680364467,1,3,52758
346,1387,2,1680364467,1,3,52759
346,2537,2,1680364467,1,3,52760
227,1463,2,1680364467,1,3,52761
346,2677,2,1680364467,1,3,52762
227,2655,2,1680364467,1,3,52763
227,1031,2,1680364467,1,3,52764
227,893,2,1680364467,1,3,52765
227,1926,2,1680364467,1,3,52766
346,819,2,1680364467,1,3,52767
198,292,2,1680365279,1,3,52768
198,880,2,1680365279,1,3,52769
198,1890,2,1680365279,1,3,52770
198,2665,2,1680365279,1,3,52771
198,1816,2,1680365279,1,3,52772
483,2881,2,1680365279,1,3,52773
483,1044,2,1680365279,1,3,52774
483,735,2,1680365279,1,3,52775
483,741,2,1680365279,1,3,52776
483,779,2,1680365279,1,3,52777
193,390,2,1680365998,1,3,52778
357,249,2,1680365998,1,3,52779
357,652,2,1680365998,1,3,52780
357,1454,2,1680365998,1,3,52781
357,2337,2,1680365998,1,3,52782
193,2132,2,1680365998,1,3,52783
193,1147,2,1680365998,1,3,52784
193,2086,2,1680365998,1,3,52785
193,209,2,1680365998,1,3,52786
357,1973,2,1680365998,1,3,52787
346,11631,1,1680366230,1,2,52788
227,11631,0,1680366230,1,2,52789
287,2375,2,1680366298,1,3,52790
287,2562,2,1680366298,1,3,52791
287,2013,2,1680366298,1,3,52792
218,358,2,1680366298,1,3,52793
287,1217,2,1680366298,1,3,52794
218,341,2,1680366298,1,3,52795
218,1833,2,1680366298,1,3,52796
218,1497,2,1680366298,1,3,52797
218,1356,2,1680366298,1,3,52798
287,248,2,1680366298,1,3,52799
277,5750,0,1680366422,1,2,52800
444,5750,1,1680366422,1,2,52801
198,11630,1,1680366804,1,2,52802
483,11630,0,1680366804,1,2,52803
146,2948,2,1680367040,1,3,52804
99,2696,2,1680367040,1,3,52805
99,1407,2,1680367040,1,3,52806
99,921,2,1680367040,1,3,52807
99,113,2,1680367040,1,3,52808
99,291,2,1680367040,1,3,52809
146,310,2,1680367040,1,3,52810
146,1723,2,1680367040,1,3,52811
146,2451,2,1680367040,1,3,52812
146,221,2,1680367040,1,3,52813
193,5712,0,1680367853,1,2,52814
357,5712,1,1680367853,1,2,52815
227,2655,2,1680367913,1,3,52816
346,2537,2,1680367913,1,3,52817
346,1387,2,1680367913,1,3,52818
346,917,2,1680367913,1,3,52819
227,1463,2,1680367913,1,3,52820
227,1926,2,1680367913,1,3,52821
227,893,2,1680367913,1,3,52822
227,1031,2,1680367913,1,3,52823
346,819,2,1680367913,1,3,52824
346,2677,2,1680367913,1,3,52825
483,741,2,1680368140,1,3,52826
483,735,2,1680368140,1,3,52827
198,2665,2,1680368140,1,3,52828
198,1890,2,1680368140,1,3,52829
198,880,2,1680368140,1,3,52830
198,1816,2,1680368140,1,3,52831
198,292,2,1680368140,1,3,52832
483,1044,2,1680368140,1,3,52833
483,779,2,1680368140,1,3,52834
483,2881,2,1680368140,1,3,52835
444,1804,2,1680368225,1,3,52836
444,1343,2,1680368225,1,3,52837
444,2050,2,1680368225,1,3,52838
277,2444,2,1680368225,1,3,52839
277,2043,2,1680368225,1,3,52840
444,2699,2,1680368225,1,3,52841
444,1643,2,1680368225,1,3,52842
277,2950,2,1680368225,1,3,52843
277,1433,2,1680368225,1,3,52844
277,2100,2,1680368225,1,3,52845
287,5683,0,1680368548,1,2,52846
218,5683,1,1680368548,1,2,52847
99,5751,0,1680368815,1,2,52848
146,5751,1,1680368815,1,2,52849
357,1454,2,1680369196,1,3,52850
357,1973,2,1680369196,1,3,52851
357,2337,2,1680369196,1,3,52852
193,1147,2,1680369196,1,3,52853
193,2086,2,1680369196,1,3,52854
193,209,2,1680369196,1,3,52855
193,390,2,1680369196,1,3,52856
357,249,2,1680369196,1,3,52857
193,2132,2,1680369196,1,3,52858
357,652,2,1680369196,1,3,52859
316,802,2,1680369438,1,3,52860
5,1684,2,1680369438,1,3,52861
5,2170,2,1680369438,1,3,52862
5,932,2,1680369438,1,3,52863
5,2159,2,1680369438,1,3,52864
5,2996,2,1680369438,1,3,52865
316,2333,2,1680369438,1,3,52866
316,472,2,1680369438,1,3,52867
316,908,2,1680369438,1,3,52868
316,1457,2,1680369438,1,3,52869
346,11667,0,1680369516,1,2,52870
227,11667,1,1680369516,1,2,52871
483,11717,0,1680369904,1,2,52872
198,11717,1,1680369904,1,2,52873
277,5752,1,1680370453,1,2,52874
444,5752,0,1680370453,1,2,52875
99,1407,2,1680370518,1,3,52876
99,113,2,1680370518,1,3,52877
99,2696,2,1680370518,1,3,52878
99,291,2,1680370518,1,3,52879
146,2948,2,1680370518,1,3,52880
146,221,2,1680370518,1,3,52881
146,1723,2,1680370518,1,3,52882
99,921,2,1680370518,1,3,52883
146,310,2,1680370518,1,3,52884
146,2451,2,1680370518,1,3,52885
218,1356,2,1680370926,1,3,52886
218,358,2,1680370926,1,3,52887
218,341,2,1680370926,1,3,52888
218,1833,2,1680370926,1,3,52889
218,1497,2,1680370926,1,3,52890
287,2562,2,1680370926,1,3,52891
287,2375,2,1680370926,1,3,52892
287,2013,2,1680370926,1,3,52893
287,1217,2,1680370926,1,3,52894
287,248,2,1680370926,1,3,52895
193,5713,1,1680371211,1,2,52896
357,5713,0,1680371211,1,2,52897
339,2647,2,1680371438,1,3,52898
339,1331,2,1680371438,1,3,52899
339,2045,2,1680371438,1,3,52900
301,516,2,1680371438,1,3,52901
301,337,2,1680371438,1,3,52902
301,2577,2,1680371438,1,3,52903
301,496,2,1680371438,1,3,52904
301,899,2,1680371438,1,3,52905
339,421,2,1680371438,1,3,52906
339,2604,2,1680371438,1,3,52907
198,1890,2,1680371529,1,3,52908
198,292,2,1680371529,1,3,52909
483,779,2,1680371529,1,3,52910
483,741,2,1680371529,1,3,52911
483,2881,2,1680371529,1,3,52912
483,735,2,1680371529,1,3,52913
198,1816,2,1680371529,1,3,52914
198,880,2,1680371529,1,3,52915
483,1044,2,1680371529,1,3,52916
198,2665,2,1680371529,1,3,52917
277,2100,2,1680371625,1,3,52918
444,1643,2,1680371625,1,3,52919
444,2699,2,1680371625,1,3,52920
444,2050,2,1680371625,1,3,52921
277,2950,2,1680371625,1,3,52922
277,2444,2,1680371625,1,3,52923
277,1433,2,1680371625,1,3,52924
444,1804,2,1680371625,1,3,52925
277,2043,2,1680371625,1,3,52926
444,1343,2,1680371625,1,3,52927
99,5753,0,1680371847,1,2,52928
146,5753,1,1680371847,1,2,52929
5,10007,1,1680371891,1,2,52930
316,10007,0,1680371891,1,2,52931
357,652,2,1680372409,1,3,52932
357,2337,2,1680372409,1,3,52933
357,249,2,1680372409,1,3,52934
357,1454,2,1680372409,1,3,52935
357,1973,2,1680372409,1,3,52936
193,2132,2,1680372409,1,3,52937
193,390,2,1680372409,1,3,52938
193,2086,2,1680372409,1,3,52939
193,209,2,1680372409,1,3,52940
193,1147,2,1680372409,1,3,52941
301,11668,0,1680372910,1,2,52942
339,11668,1,1680372910,1,2,52943
208,1954,2,1680372929,1,3,52944
112,1218,2,1680372929,1,3,52945
112,1056,2,1680372929,1,3,52946
112,2371,2,1680372929,1,3,52947
112,2688,2,1680372929,1,3,52948
112,1319,2,1680372929,1,3,52949
208,304,2,1680372929,1,3,52950
208,2176,2,1680372929,1,3,52951
208,972,2,1680372929,1,3,52952
208,2912,2,1680372929,1,3,52953
198,11669,0,1680373152,1,2,52954
483,11669,1,1680373152,1,2,52955
316,472,2,1680373238,1,3,52956
5,2996,2,1680373238,1,3,52957
5,2159,2,1680373238,1,3,52958
5,932,2,1680373238,1,3,52959
5,2170,2,1680373238,1,3,52960
5,1684,2,1680373238,1,3,52961
316,802,2,1680373238,1,3,52962
316,908,2,1680373238,1,3,52963
316,1457,2,1680373238,1,3,52964
316,2333,2,1680373238,1,3,52965
444,5684,1,1680373281,1,2,52966
277,5684,0,1680373281,1,2,52967
287,5754,1,1680373603,1,2,52968
218,5754,0,1680373603,1,2,52969
146,2451,2,1680373700,1,3,52970
99,2696,2,1680373700,1,3,52971
146,1723,2,1680373700,1,3,52972
99,291,2,1680373700,1,3,52973
146,310,2,1680373700,1,3,52974
146,221,2,1680373700,1,3,52975
146,2948,2,1680373700,1,3,52976
99,921,2,1680373700,1,3,52977
99,113,2,1680373700,1,3,52978
99,1407,2,1680373700,1,3,52979
193,5755,0,1680373865,1,2,52980
357,5755,1,1680373865,1,2,52981
277,2043,2,1680374351,1,3,52982
444,1643,2,1680374351,1,3,52983
444,1343,2,1680374351,1,3,52984
444,1804,2,1680374351,1,3,52985
444,2050,2,1680374351,1,3,52986
277,1433,2,1680374351,1,3,52987
444,2699,2,1680374351,1,3,52988
277,2950,2,1680374351,1,3,52989
277,2444,2,1680374351,1,3,52990
277,2100,2,1680374351,1,3,52991
483,1044,2,1680374425,1,3,52992
198,292,2,1680374425,1,3,52993
198,880,2,1680374425,1,3,52994
198,1890,2,1680374425,1,3,52995
198,2665,2,1680374425,1,3,52996
483,2881,2,1680374425,1,3,52997
483,741,2,1680374425,1,3,52998
483,779,2,1680374425,1,3,52999
198,1816,2,1680374425,1,3,53000
483,735,2,1680374425,1,3,53001
112,5685,1,1680374657,1,2,53002
208,5685,0,1680374657,1,2,53003
287,248,2,1680375006,1,3,53004
218,1356,2,1680375006,1,3,53005
218,1497,2,1680375006,1,3,53006
218,1833,2,1680375006,1,3,53007
218,341,2,1680375006,1,3,53008
218,358,2,1680375006,1,3,53009
287,1217,2,1680375006,1,3,53010
287,2013,2,1680375006,1,3,53011
287,2375,2,1680375006,1,3,53012
287,2562,2,1680375006,1,3,53013
99,5756,0,1680375018,1,2,53014
146,5756,1,1680375018,1,2,53015
5,10035,0,1680375063,1,2,53016
316,10035,1,1680375063,1,2,53017
339,421,2,1680376025,1,3,53018
339,2647,2,1680376025,1,3,53019
301,337,2,1680376025,1,3,53020
301,899,2,1680376025,1,3,53021
301,496,2,1680376025,1,3,53022
301,2577,2,1680376025,1,3,53023
339,2045,2,1680376025,1,3,53024
339,1331,2,1680376025,1,3,53025
301,516,2,1680376025,1,3,53026
339,2604,2,1680376025,1,3,53027
5,1684,2,1680376180,1,3,53028
316,802,2,1680376180,1,3,53029
316,472,2,1680376180,1,3,53030
5,2159,2,1680376180,1,3,53031
5,932,2,1680376180,1,3,53032
316,2333,2,1680376180,1,3,53033
316,908,2,1680376180,1,3,53034
5,2170,2,1680376180,1,3,53035
5,2996,2,1680376180,1,3,53036
316,1457,2,1680376180,1,3,53037
208,972,2,1680376204,1,3,53038
208,1954,2,1680376204,1,3,53039
208,304,2,1680376204,1,3,53040
112,1319,2,1680376204,1,3,53041
112,2688,2,1680376204,1,3,53042
112,2371,2,1680376204,1,3,53043
112,1218,2,1680376204,1,3,53044
208,2912,2,1680376204,1,3,53045
112,1056,2,1680376204,1,3,53046
208,2176,2,1680376204,1,3,53047
483,11632,1,1680376559,1,2,53048
198,11632,0,1680376559,1,2,53049
218,5687,1,1680377117,1,2,53050
287,5687,0,1680377117,1,2,53051
277,5686,0,1680377349,1,2,53052
444,5686,1,1680377349,1,2,53053
301,11670,0,1680377719,1,2,53054
339,11670,1,1680377719,1,2,53055
316,10008,1,1680377952,1,2,53056
5,10008,0,1680377952,1,2,53057
483,735,2,1680377998,1,3,53058
483,2881,2,1680377998,1,3,53059
483,741,2,1680377998,1,3,53060
483,779,2,1680377998,1,3,53061
483,1044,2,1680377998,1,3,53062
198,2665,2,1680377998,1,3,53063
198,1816,2,1680377998,1,3,53064
198,880,2,1680377998,1,3,53065
198,1890,2,1680377998,1,3,53066
198,292,2,1680377998,1,3,53067
112,5757,1,1680378165,1,2,53068
208,5757,0,1680378165,1,2,53069
218,358,2,1680378481,1,3,53070
218,1356,2,1680378481,1,3,53071
218,1497,2,1680378481,1,3,53072
218,1833,2,1680378481,1,3,53073
218,341,2,1680378481,1,3,53074
287,1217,2,1680378481,1,3,53075
287,248,2,1680378481,1,3,53076
287,2013,2,1680378481,1,3,53077
287,2375,2,1680378481,1,3,53078
287,2562,2,1680378481,1,3,53079
2,3006,2,1680379399,1,3,53080
2,1978,2,1680379399,1,3,53081
345,2944,2,1680379399,1,3,53082
2,314,2,1680379399,1,3,53083
2,2478,2,1680379399,1,3,53084
345,1537,2,1680379399,1,3,53085
345,685,2,1680379399,1,3,53086
345,515,2,1680379399,1,3,53087
2,344,2,1680379399,1,3,53088
345,729,2,1680379399,1,3,53089
339,2045,2,1680379524,1,3,53090
339,2604,2,1680379524,1,3,53091
339,2647,2,1680379524,1,3,53092
339,1331,2,1680379524,1,3,53093
301,2577,2,1680379524,1,3,53094
301,337,2,1680379524,1,3,53095
301,516,2,1680379524,1,3,53096
339,421,2,1680379524,1,3,53097
301,496,2,1680379524,1,3,53098
301,899,2,1680379524,1,3,53099
20,2625,2,1680379614,1,3,53100
20,1370,2,1680379614,1,3,53101
20,330,2,1680379614,1,3,53102
20,2162,2,1680379614,1,3,53103
20,1288,2,1680379614,1,3,53104
353,1016,2,1680379614,1,3,53105
353,2068,2,1680379614,1,3,53106
353,2800,2,1680379614,1,3,53107
353,188,2,1680379614,1,3,53108
353,522,2,1680379614,1,3,53109
112,1056,2,1680379869,1,3,53110
112,1218,2,1680379869,1,3,53111
208,2912,2,1680379869,1,3,53112
208,972,2,1680379869,1,3,53113
208,1954,2,1680379869,1,3,53114
208,2176,2,1680379869,1,3,53115
208,304,2,1680379869,1,3,53116
112,2371,2,1680379869,1,3,53117
112,2688,2,1680379869,1,3,53118
112,1319,2,1680379869,1,3,53119
198,11633,1,1680380182,1,2,53120
483,11633,0,1680380182,1,2,53121
287,5758,1,1680380216,1,2,53122
218,5758,0,1680380216,1,2,53123
2,10024,1,1680380995,1,2,53124
345,10024,0,1680380995,1,2,53125
301,11671,0,1680381182,1,2,53126
339,11671,1,1680381182,1,2,53127
287,1217,2,1680381567,1,3,53128
287,248,2,1680381567,1,3,53129
287,2013,2,1680381567,1,3,53130
287,2375,2,1680381567,1,3,53131
287,2562,2,1680381567,1,3,53132
218,358,2,1680381567,1,3,53133
218,1356,2,1680381567,1,3,53134
218,1497,2,1680381567,1,3,53135
218,1833,2,1680381567,1,3,53136
218,341,2,1680381567,1,3,53137
112,5688,1,1680381635,1,2,53138
208,5688,0,1680381635,1,2,53139
20,5714,1,1680382012,1,2,53140
353,5714,0,1680382012,1,2,53141
345,685,2,1680382926,1,3,53142
2,344,2,1680382926,1,3,53143
345,2944,2,1680382926,1,3,53144
345,1537,2,1680382926,1,3,53145
345,515,2,1680382926,1,3,53146
345,729,2,1680382926,1,3,53147
2,3006,2,1680382926,1,3,53148
2,1978,2,1680382926,1,3,53149
2,314,2,1680382926,1,3,53150
2,2478,2,1680382926,1,3,53151
287,5715,1,1680383299,1,2,53152
218,5715,0,1680383299,1,2,53153
20,330,2,1680383386,1,3,53154
20,2162,2,1680383386,1,3,53155
20,1288,2,1680383386,1,3,53156
353,188,2,1680383386,1,3,53157
353,2800,2,1680383386,1,3,53158
353,522,2,1680383386,1,3,53159
353,1016,2,1680383386,1,3,53160
20,1370,2,1680383386,1,3,53161
353,2068,2,1680383386,1,3,53162
20,2625,2,1680383386,1,3,53163
345,10025,1,1680384829,1,2,53164
2,10025,0,1680384829,1,2,53165
